"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.917485042E0,4.898563385E0,-5.389093323E0,-1.108894043E0,7.366674696E0
1.927555042E0,6.067632294E0,-4.970264282E0,-1.391805725E0,7.965978400E0
1.937624042E0,7.372468872E0,-4.236490173E0,-1.936972046E0,8.720837515E0
1.947693417E0,1.011252090E1,-2.962339783E0,-3.817661133E0,1.120772379E1
1.957762417E0,1.340372681E1,-1.322649536E0,-7.331753540E0,1.533505475E1
1.967831417E0,1.461875015E1,-1.411265259E0,-9.969867554E0,1.775099391E1
1.977900417E0,1.294044022E1,-2.214494934E0,-8.661887512E0,1.572854971E1
1.987970417E0,1.029828461E1,-1.758692780E0,-6.364165649E0,1.223316274E1
1.998039417E0,1.017089951E1,-7.921527100E-1,-5.479954376E0,1.158035417E1
2.008108417E0,1.074091415E1,-3.591032410E-1,-5.120102692E0,1.190426997E1
2.018177417E0,1.227103226E1,-3.637435913E-1,-4.473597107E0,1.306612464E1
2.028246417E0,1.442415482E1,-5.613327026E-1,-4.141737213E0,1.501750058E1
2.038315417E0,1.748977982E1,-7.496411133E-1,-3.695964203E0,1.789174422E1
2.048385417E0,1.965233276E1,-8.481362915E-1,-2.777474213E0,1.986574643E1
2.058454417E0,1.903396866E1,-7.625143433E-1,-1.817520447E0,1.913574591E1
2.068523417E0,1.920955353E1,-8.586145020E-1,-1.119821320E0,1.926131266E1
2.078592417E0,1.995844620E1,-1.933529205E0,-4.848417664E-1,2.005774617E1
2.088661417E0,2.022040146E1,-3.040028229E0,-4.363426208E-1,2.045230553E1
2.098730417E0,2.054612411E1,-3.521427155E0,-9.999206543E-1,2.086967912E1
2.108800417E0,2.120161102E1,-3.683390350E0,-2.576591949E0,2.167289783E1
2.118869417E0,2.185919357E1,-3.738475800E0,-4.649631042E0,2.265876461E1
2.128938417E0,2.229763184E1,-3.833528137E0,-6.232289886E0,2.346746174E1
2.139007417E0,2.311957260E1,-4.050277405E0,-7.376959534E0,2.460363624E1
2.149076417E0,2.386367523E1,-4.292922821E0,-8.179440765E0,2.558920540E1
2.159145417E0,2.480566635E1,-4.412673798E0,-8.368497620E0,2.654853151E1
2.169215417E0,2.615525986E1,-4.461921387E0,-7.783214722E0,2.765112642E1
2.179284417E0,2.653457108E1,-4.429438934E0,-6.589596863E0,2.769704277E1
2.189353417E0,2.435929459E1,-4.373455353E0,-5.494474182E0,2.535136270E1
2.199422417E0,2.094564331E1,-4.321064301E0,-4.476291504E0,2.185014316E1
2.209491417E0,1.821591980E1,-3.973038025E0,-3.770958252E0,1.902169528E1
2.219560417E0,1.640558441E1,-3.448678436E0,-3.115171967E0,1.705112545E1
